Domain1	Domain2	Source
PF01851	PF01851	3did
PF09310	PF00157	3did
PF07676	PF07676	3did
PF07676	PF03572	3did
PF07676	PF04052	3did
PF07676	PF14685	3did
PF07147	PF07147	3did
PF07147	PF01196	3did
PF07147	PF00181	3did
PF07147	PF00276	3did
PF12705	PF12705	3did
PF12705	PF00580	3did
PF12705	PF13361	3did
PF11645	PF11645	3did
PF04868	PF00233	3did
PF00233	PF00233	3did
PF00341	PF00341	3did
PF00341	PF04692	3did
PF00341	PF07686	3did
PF04692	PF04692	3did
PF02153	PF02153	3did
PF00800	PF00800	3did
PF04166	PF04166	3did
PF03740	PF03740	3did
PF00595	PF00041	3did
PF00595	PF00595	3did
PF00595	PF13180	3did
PF00595	PF00640	3did
PF00595	PF00267	3did
PF00595	PF00071	3did
PF00595	PF02197	3did
PF00595	PF00536	3did
PF00595	PF07653	3did
PF00595	PF00089	3did
PF00595	PF13365	3did
PF00595	PF07686	3did
PF00595	PF03643	3did
PF13180	PF13180	3did
PF13180	PF05299	3did
PF13180	PF03572	3did
PF13180	PF01471	3did
PF13180	PF00089	3did
PF13180	PF13365	3did
PF13180	PF07686	3did
PF00934	PF00934	3did
PF00934	PF00823	3did
PF03211	PF03211	3did
PF14583	PF14583	3did
PF12708	PF12708	3did
PF01095	PF01095	3did
PF09492	PF09492	3did
PF00544	PF00544	3did
PF04710	PF04710	3did
PF02452	PF02452	3did
PF03965	PF03965	3did
PF01804	PF01804	3did
PF00805	PF00805	3did
PF00805	PF13599	3did
PF13599	PF13599	3did
PF13599	PF07951	3did
PF00354	PF00354	3did
PF05524	PF00391	3did
PF05524	PF02896	3did
PF05524	PF00381	3did
PF05524	PF00358	3did
PF00391	PF00391	3did
PF00391	PF02896	3did
PF00391	PF00224	3did
PF00391	PF01326	3did
PF02896	PF02896	3did
PF02896	PF01326	3did
PF05131	PF05131	3did
PF00311	PF00311	3did
PF14010	PF14010	3did
PF00821	PF00821	3did
PF01293	PF01293	3did
PF03413	PF03413	3did
PF03413	PF01447	3did
PF03413	PF02868	3did
PF03566	PF03566	3did
PF01478	PF01478	3did
PF03418	PF03418	3did
PF01828	PF01828	3did
PF01829	PF01829	3did
PF00112	PF00112	3did
PF00112	PF08127	3did
PF00112	PF00086	3did
PF00112	PF07686	3did
PF01640	PF01640	3did
PF03415	PF03415	3did
PF01088	PF01088	3did
PF01088	PF00240	3did
PF01650	PF01650	3did
PF00656	PF00656	3did
PF01470	PF01470	3did
PF03051	PF03051	3did
PF00648	PF00648	3did
PF01364	PF03785	3did
PF01364	PF08126	3did
PF03785	PF03785	3did
PF07722	PF07722	3did
PF05408	PF05408	3did
PF00548	PF00548	3did
PF05409	PF05409	3did
PF05412	PF00240	3did
PF05416	PF05416	3did
PF00863	PF00863	3did
PF05543	PF05543	3did
PF05543	PF14731	3did
PF05543	PF09023	3did
PF02902	PF02902	3did
PF02902	PF11976	3did
PF02902	PF07834	3did
PF02902	PF00240	3did
PF00770	PF00770	3did
PF03416	PF03416	3did
PF10275	PF10275	3did
PF10275	PF00240	3did
PF10275	PF00179	3did
PF11713	PF11713	3did
PF01707	PF01707	3did
PF06035	PF06035	3did
PF11962	PF11962	3did
PF01433	PF01433	3did
PF01433	PF02202	3did
PF00413	PF00413	3did
PF00413	PF08548	3did
PF00413	PF00965	3did
PF08548	PF08548	3did
PF08548	PF13574	3did
PF01431	PF01431	3did
PF01431	PF05649	3did
PF00246	PF00246	3did
PF00246	PF02244	3did
PF00246	PF00089	3did
PF01427	PF01427	3did
PF00675	PF00675	3did
PF00675	PF05193	3did
PF00675	PF09165	3did
PF00675	PF02271	3did
PF00675	PF02921	3did
PF05193	PF05193	3did
PF05193	PF09165	3did
PF05193	PF02939	3did
PF05193	PF08997	3did
PF05193	PF02921	3did
PF05193	PF07686	3did
PF00883	PF00883	3did
PF00883	PF02789	3did
PF02789	PF02789	3did
PF02127	PF02127	3did
PF01244	PF01244	3did
PF01401	PF01401	3did
PF01401	PF09408	3did
PF01546	PF01546	3did
PF00814	PF00814	3did
PF00814	PF00069	3did
PF00814	PF01163	3did
PF01551	PF01551	3did
PF01551	PF08460	3did
PF01551	PF12685	3did
PF00557	PF00557	3did
PF00557	PF00276	3did
PF01742	PF01742	3did
PF01742	PF05739	3did
PF01742	PF00957	3did
PF01742	PF07951	3did
PF01742	PF07953	3did
PF01742	PF07952	3did
PF01742	PF07686	3did
PF04389	PF04389	3did
PF04389	PF04253	3did
PF02073	PF02073	3did
PF01432	PF01432	3did
PF01432	PF08439	3did
PF02074	PF02074	3did
PF08439	PF08439	3did
PF01447	PF02868	3did
PF01447	PF01826	3did
PF01434	PF01434	3did
PF05343	PF05343	3did
PF05572	PF05572	3did
PF01435	PF01435	3did
PF02868	PF02868	3did
PF02868	PF01826	3did
PF02163	PF02163	3did
PF04951	PF04951	3did
PF05569	PF05569	3did
PF09471	PF09471	3did
PF02031	PF02031	3did
PF02031	PF00720	3did
PF03411	PF03411	3did
PF09375	PF09375	3did
PF13678	PF13678	3did
PF01752	PF08453	3did
PF06167	PF06167	3did
PF00450	PF00450	3did
PF00768	PF00768	3did
PF02113	PF02113	3did
PF02129	PF02129	3did
PF00716	PF00716	3did
PF00717	PF00717	3did
PF00717	PF10502	3did
PF10502	PF10502	3did
PF05577	PF05577	3did
PF02907	PF02907	3did
PF00944	PF00944	3did
PF05579	PF05579	3did
PF03572	PF03572	3did
PF03572	PF14684	3did
PF10459	PF10459	3did
PF03574	PF03574	3did
PF01343	PF01343	3did
PF03575	PF03575	3did
PF03576	PF03576	3did
PF02395	PF02395	3did
PF02395	PF03212	3did
PF02016	PF02016	3did
PF00949	PF00949	3did
PF13884	PF13884	3did
PF00082	PF00041	3did
PF00082	PF00082	3did
PF00082	PF02918	3did
PF00082	PF00280	3did
PF00082	PF09286	3did
PF00082	PF02428	3did
PF00082	PF00720	3did
PF00082	PF12580	3did
PF00082	PF07686	3did
PF00326	PF00326	3did
PF00326	PF02897	3did
PF02897	PF02897	3did
PF10464	PF10464	3did
PF01195	PF01195	3did
PF08530	PF02129	3did
PF08530	PF08530	3did
PF08530	PF09168	3did
PF01327	PF01327	3did
PF13714	PF13714	3did
PF03036	PF03036	3did
PF00532	PF00532	3did
PF01497	PF01497	3did
PF13377	PF13377	3did
PF13407	PF13407	3did
PF13433	PF13433	3did
PF13458	PF13458	3did
PF00141	PF00141	3did
PF01328	PF01328	3did
PF12827	PF00179	3did
PF04882	PF04882	3did
PF09275	PF09276	3did
PF09275	PF02917	3did
PF09275	PF02918	3did
PF09276	PF02917	3did
PF09276	PF02918	3did
PF02917	PF02917	3did
PF02917	PF02918	3did
PF02918	PF02918	3did
PF02529	PF08041	3did
PF02529	PF03742	3did
PF05115	PF08041	3did
PF05115	PF03742	3did
PF08041	PF03742	3did
PF09262	PF09263	3did
PF04695	PF04695	3did
PF04614	PF04614	3did
PF06398	PF06398	3did
PF00365	PF00365	3did
PF00294	PF00294	3did
PF02901	PF02901	3did
PF09070	PF08324	3did
PF09070	PF00240	3did
PF11567	PF11567	3did
PF00342	PF00342	3did
PF00162	PF00162	3did
PF02878	PF02878	3did
PF02878	PF02879	3did
PF02878	PF02880	3did
PF02878	PF00408	3did
PF02879	PF02879	3did
PF02879	PF02880	3did
PF02879	PF00408	3did
PF02880	PF00408	3did
PF04608	PF04608	3did
PF01471	PF00413	3did
PF01471	PF08291	3did
PF01471	PF01471	3did
PF01471	PF03734	3did
PF09374	PF09374	3did
PF12229	PF12229	3did
PF12229	PF03734	3did
PF00169	PF00169	3did
PF00169	PF00069	3did
PF00169	PF07714	3did
PF00169	PF00788	3did
PF00169	PF00071	3did
PF00169	PF00621	3did
PF00169	PF14604	3did
PF00169	PF06767	3did
PF00169	PF00400	3did
PF09638	PF09638	3did
PF09215	PF09215	3did
PF09097	PF09096	3did
PF09251	PF09251	3did
PF02304	PF02305	3did
PF04717	PF04717	3did
PF05065	PF05065	3did
PF09018	PF09018	3did
PF09018	PF09300	3did
PF05269	PF05269	3did
PF09063	PF09063	3did
PF05357	PF05357	3did
PF05357	PF06519	3did
PF05371	PF05371	3did
PF05352	PF05352	3did
PF05135	PF05135	3did
PF05135	PF05133	3did
PF02303	PF02303	3did
PF05367	PF05367	3did
PF02305	PF02925	3did
PF02305	PF02305	3did
PF02305	PF02306	3did
PF03335	PF03335	3did
PF02306	PF02925	3did
PF05954	PF04717	3did
PF05954	PF05954	3did
PF05521	PF05135	3did
PF05521	PF05521	3did
PF00589	PF00589	3did
PF09003	PF09003	3did
PF02899	PF00589	3did
PF02899	PF02899	3did
PF13495	PF00589	3did
PF13495	PF13495	3did
PF00959	PF00959	3did
PF00959	PF02198	3did
PF06890	PF06890	3did
PF07471	PF07471	3did
PF05133	PF05133	3did
PF04984	PF04984	3did
PF04984	PF04985	3did
PF06222	PF06222	3did
PF06141	PF06141	3did
PF04985	PF04985	3did
PF09246	PF00536	3did
PF00628	PF00628	3did
PF00628	PF00076	3did
PF02604	PF02604	3did
PF02604	PF05016	3did
PF02604	PF06769	3did
PF02604	PF12910	3did
PF02332	PF02332	3did
PF02332	PF00355	3did
PF02332	PF04945	3did
PF04663	PF04945	3did
PF07976	PF07976	3did
PF08916	PF08916	3did
PF06720	PF06720	3did
PF05435	PF05435	3did
PF05464	PF05464	3did
PF07245	PF07245	3did
PF09423	PF09423	3did
PF02562	PF02562	3did
PF08918	PF08918	3did
PF02114	PF02114	3did
PF02114	PF00400	3did
PF01663	PF01663	3did
PF01663	PF01033	3did
PF04185	PF04185	3did
PF04272	PF04272	3did
PF04272	PF00069	3did
PF00068	PF00068	3did
PF09056	PF09056	3did
PF04916	PF04916	3did
PF12974	PF12974	3did
PF00922	PF00922	3did
PF00922	PF00945	3did
PF00343	PF00343	3did
PF08543	PF08543	3did
PF00124	PF00124	3did
PF00124	PF00737	3did
PF00124	PF02532	3did
PF00124	PF01788	3did
PF00124	PF02419	3did
PF00124	PF05151	3did
PF00124	PF01405	3did
PF00124	PF06596	3did
PF01895	PF01895	3did
PF01895	PF02080	3did
PF01865	PF01865	3did
PF02811	PF02811	3did
PF02811	PF13263	3did
PF08005	PF08005	3did
PF00360	PF00360	3did
PF00502	PF00502	3did
PF00502	PF02972	3did
PF02972	PF02972	3did
PF05721	PF05721	3did
PF05023	PF05023	3did
PF07124	PF07124	3did
PF07124	PF09231	3did
PF03284	PF03284	3did
PF02567	PF02567	3did
PF14593	PF14593	3did
PF15405	PF00621	3did
PF15409	PF00959	3did
PF00388	PF00388	3did
PF00388	PF00387	3did
PF11566	PF11566	3did
PF00613	PF00454	3did
PF00613	PF00017	3did
PF00792	PF00613	3did
PF00792	PF00454	3did
PF00792	PF00017	3did
PF00794	PF00613	3did
PF00794	PF00794	3did
PF00794	PF00454	3did
PF00794	PF00071	3did
PF00454	PF00959	3did
PF00454	PF00454	3did
PF00454	PF08771	3did
PF00454	PF00071	3did
PF00454	PF00017	3did
PF00454	PF00400	3did
PF02226	PF00073	3did
PF00947	PF00947	3did
PF00640	PF00640	3did
PF02585	PF02585	3did
PF08190	PF08190	3did
PF13805	PF13805	3did
PF00114	PF00114	3did
PF11530	PF11530	3did
PF13675	PF13675	3did
PF07419	PF07419	3did
PF04350	PF04350	3did
PF04351	PF04351	3did
PF04351	PF07660	3did
PF08805	PF08805	3did
PF07238	PF07238	3did
PF07238	PF07317	3did
PF07238	PF12945	3did
PF01850	PF01850	3did
PF01850	PF01402	3did
PF14324	PF14324	3did
PF14324	PF02891	3did
PF13638	PF13638	3did
PF02678	PF05726	3did
PF02171	PF02171	3did
PF12306	PF12306	3did
PF00224	PF00224	3did
PF00224	PF02887	3did
PF00801	PF00801	3did
PF02827	PF00069	3did
PF00069	PF00027	3did
PF00069	PF00041	3did
PF00069	PF00069	3did
PF00069	PF00433	3did
PF00069	PF07714	3did
PF00069	PF09632	3did
PF00069	PF00071	3did
PF00069	PF00615	3did
PF00069	PF00581	3did
PF00069	PF06479	3did
PF00069	PF02197	3did
PF00069	PF00076	3did
PF00069	PF00575	3did
PF00069	PF00536	3did
PF00069	PF11610	3did
PF00069	PF00539	3did
PF00069	PF08515	3did
PF00069	PF08587	3did
PF00069	PF07686	3did
PF00069	PF07535	3did
PF07714	PF07714	3did
PF07714	PF00017	3did
PF07714	PF00018	3did
PF07714	PF14604	3did
PF07714	PF00102	3did
PF02887	PF02887	3did
PF02253	PF02253	3did
PF01735	PF01735	3did
PF05015	PF05015	3did
PF05016	PF05016	3did
PF05016	PF04221	3did
PF05016	PF03693	3did
PF10784	PF10784	3did
PF06769	PF06769	3did
PF06769	PF12910	3did
PF06769	PF00164	3did
PF06247	PF06247	3did
PF06247	PF07686	3did
PF01477	PF02759	3did
PF01477	PF00882	3did
PF08703	PF08703	3did
PF13091	PF13091	3did
PF00681	PF00681	3did
PF08337	PF08337	3did
PF08337	PF00071	3did
PF07715	PF03544	3did
PF07715	PF00593	3did
PF07715	PF00405	3did
PF10559	PF03911	3did
PF10559	PF00584	3did
PF10559	PF00344	3did
PF03126	PF03126	3did
PF11477	PF11477	3did
PF01523	PF01523	3did
PF08066	PF08066	3did
PF08066	PF04000	3did
PF04043	PF01095	3did
PF04043	PF04043	3did
PF01238	PF01238	3did
PF03332	PF03332	3did
PF00822	PF00822	3did
PF01625	PF01625	3did
PF01625	PF01641	3did
PF01625	PF00085	3did
PF11647	PF11647	3did
PF11647	PF15645	3did
PF06436	PF06436	3did
PF06436	PF00642	3did
PF03393	PF03393	3did
PF03246	PF03246	3did
PF02478	PF02478	3did
PF08645	PF08645	3did
PF03726	PF03726	3did
PF03726	PF01138	3did
PF03726	PF03725	3did
PF12111	PF01138	3did
PF10590	PF01243	3did
PF01048	PF01048	3did
PF02233	PF02233	3did
PF10450	PF10450	3did
PF10450	PF00227	3did
PF10450	PF10584	3did
PF01357	PF01357	3did
PF01357	PF07686	3did
PF01620	PF01620	3did
PF00659	PF00659	3did
PF01743	PF01743	3did
PF01743	PF12627	3did
PF12626	PF12626	3did
PF12627	PF12626	3did
PF12627	PF12627	3did
PF12627	PF13735	3did
PF03364	PF03364	3did
PF03364	PF10604	3did
PF10604	PF10604	3did
PF00718	PF00718	3did
PF00718	PF00761	3did
PF06431	PF06431	3did
PF00348	PF00348	3did
PF01522	PF01522	3did
PF04748	PF04748	3did
PF02719	PF02719	3did
PF08485	PF02719	3did
PF02563	PF02563	3did
PF02563	PF10531	3did
PF08418	PF06431	3did
PF08418	PF08418	3did
PF08418	PF08996	3did
PF01558	PF01558	3did
PF01558	PF01855	3did
PF11565	PF11565	3did
PF00267	PF00267	3did
PF00267	PF00405	3did
PF09381	PF09381	3did
PF07396	PF07396	3did
PF01379	PF01379	3did
PF01379	PF03900	3did
PF01855	PF01855	3did
PF01855	PF02775	3did
PF02765	PF02765	3did
PF02765	PF07404	3did
PF00280	PF00280	3did
PF06184	PF06184	3did
PF08479	PF03865	3did
PF08479	PF07244	3did
PF00157	PF00157	3did
PF06227	PF06227	3did
PF10640	PF03291	3did
PF10640	PF03341	3did
PF03288	PF03288	3did
PF04787	PF04787	3did
PF03291	PF03291	3did
PF03291	PF03341	3did
PF03341	PF03341	3did
PF03296	PF03296	3did
PF03296	PF12629	3did
PF03296	PF12630	3did
PF12629	PF12630	3did
PF03340	PF03340	3did
PF04490	PF04491	3did
PF00550	PF00067	3did
PF00550	PF00550	3did
PF00550	PF01740	3did
PF00550	PF00975	3did
PF00550	PF00587	3did
PF00481	PF00069	3did
PF00481	PF03364	3did
PF00481	PF10604	3did
PF00481	PF00481	3did
PF00481	PF07830	3did
PF00481	PF07228	3did
PF13672	PF13672	3did
PF04151	PF00082	3did
PF04151	PF01464	3did
PF01326	PF01326	3did
PF03976	PF03976	3did
PF12142	PF00264	3did
PF12143	PF07702	3did
PF08321	PF00515	3did
PF01535	PF01535	3did
PF01535	PF13041	3did
PF12854	PF13041	3did
PF13041	PF13041	3did
PF01239	PF01239	3did
PF01239	PF00432	3did
PF01239	PF13249	3did
PF00519	PF00519	3did
PF00519	PF00508	3did
PF00511	PF00511	3did
PF00508	PF00508	3did
PF02541	PF02541	3did
PF02503	PF02503	3did
PF02503	PF13090	3did
PF02503	PF13089	3did
PF13090	PF13090	3did
PF13090	PF13089	3did
PF03012	PF03012	3did
PF04193	PF04193	3did
PF01011	PF01011	3did
PF01011	PF13360	3did
PF13360	PF13360	3did
PF13360	PF13570	3did
PF13360	PF07244	3did
PF13570	PF13570	3did
PF01502	PF01502	3did
PF01503	PF01503	3did
PF00697	PF00697	3did
PF05239	PF00124	3did
PF05239	PF05239	3did
PF05239	PF03967	3did
PF05239	PF00203	3did
PF05239	PF01782	3did
PF03967	PF00124	3did
PF00874	PF00874	3did
PF09214	PF09214	3did
PF05033	PF05033	3did
PF05033	PF00856	3did
PF02996	PF01920	3did
PF01920	PF01920	3did
PF00432	PF00432	3did
PF00432	PF13249	3did
PF01255	PF01255	3did
PF13243	PF13243	3did
PF13243	PF13249	3did
PF13243	PF01397	3did
PF13249	PF13249	3did
PF09687	PF09687	3did
PF09480	PF09480	3did
PF09627	PF09627	3did
PF07929	PF07929	3did
PF00156	PF00156	3did
PF00156	PF13793	3did
PF00156	PF09182	3did
PF13793	PF13793	3did
PF14572	PF13793	3did
PF14572	PF14572	3did
PF08708	PF08708	3did
PF09250	PF13010	3did
PF00377	PF00377	3did
PF00377	PF07686	3did
PF03991	PF03991	3did
PF03063	PF03063	3did
PF00485	PF00485	3did
PF06325	PF06325	3did
PF06325	PF00298	3did
PF06325	PF03946	3did
PF05185	PF05185	3did
PF05185	PF00400	3did
PF08084	PF12134	3did
PF08084	PF02889	3did
PF00235	PF00235	3did
PF14464	PF14464	3did
PF09228	PF09228	3did
PF03759	PF03759	3did
PF03759	PF00071	3did
PF02244	PF02244	3did
PF02244	PF00089	3did
PF04352	PF04352	3did
PF09180	PF00587	3did
PF09181	PF00587	3did
PF00227	PF10448	3did
PF00227	PF00227	3did
PF00227	PF10584	3did
PF00227	PF13429	3did
PF10584	PF10584	3did
PF04683	PF00240	3did
PF11563	PF11563	3did
PF02428	PF02428	3did
PF02428	PF00089	3did
PF02983	PF02983	3did
PF02983	PF00089	3did
PF00484	PF00484	3did
PF01619	PF01619	3did
PF01619	PF14850	3did
PF00160	PF00160	3did
PF05544	PF05544	3did
PF02840	PF02840	3did
PF08799	PF00160	3did
PF12134	PF12134	3did
PF12134	PF10596	3did
PF04303	PF04303	3did
PF06506	PF06506	3did
PF13765	PF00622	3did
PF12465	PF00227	3did
PF14765	PF00109	3did
PF14765	PF14765	3did
PF00223	PF00223	3did
PF00223	PF02531	3did
PF00223	PF02605	3did
PF00223	PF07465	3did
PF00223	PF08078	3did
PF02531	PF02605	3did
PF03912	PF03912	3did
PF00737	PF06596	3did
PF01788	PF02533	3did
PF02533	PF01737	3did
PF02419	PF05151	3did
PF02419	PF01405	3did
PF05151	PF05151	3did
PF05151	PF01405	3did
PF01789	PF01789	3did
PF05757	PF05757	3did
PF01416	PF01416	3did
PF00849	PF00849	3did
PF00849	PF01479	3did
PF01437	PF01437	3did
PF01437	PF01403	3did
PF01437	PF01833	3did
PF06290	PF06290	3did
PF00421	PF00124	3did
PF00421	PF00737	3did
PF00421	PF02532	3did
PF00421	PF02533	3did
PF00421	PF02419	3did
PF00421	PF05151	3did
PF00421	PF01405	3did
PF00421	PF06514	3did
PF00421	PF06596	3did
PF00421	PF00421	3did
PF00421	PF01737	3did
PF05969	PF01788	3did
PF05969	PF02533	3did
PF05969	PF01737	3did
PF00796	PF00223	3did
PF00796	PF02605	3did
PF00796	PF07465	3did
PF00796	PF03244	3did
PF02427	PF00223	3did
PF02427	PF02531	3did
PF02507	PF00223	3did
PF02507	PF01701	3did
PF03244	PF00223	3did
PF03244	PF02531	3did
PF03244	PF02605	3did
PF01701	PF00223	3did
PF01241	PF00223	3did
PF05825	PF05825	3did
PF11468	PF11468	3did
PF01515	PF01515	3did
PF12738	PF12738	3did
PF15028	PF07686	3did
PF02126	PF02126	3did
PF10409	PF10409	3did
PF01329	PF01329	3did
PF00809	PF00809	3did
PF00809	PF02574	3did
PF01981	PF01981	3did
PF03095	PF03095	3did
PF14566	PF14566	3did
PF01242	PF01242	3did
PF00854	PF00854	3did
PF15237	PF15237	3did
PF00381	PF13377	3did
PF00381	PF00381	3did
PF00381	PF00358	3did
PF00381	PF00359	3did
PF00381	PF02255	3did
PF00381	PF07686	3did
PF03829	PF03829	3did
PF03830	PF03830	3did
PF00358	PF00358	3did
PF00358	PF00367	3did
PF00358	PF08402	3did
PF00359	PF00359	3did
PF00359	PF02302	3did
PF00359	PF07686	3did
PF00367	PF00367	3did
PF00367	PF00480	3did
PF02378	PF02378	3did
PF02255	PF02255	3did
PF02255	PF02302	3did
PF01472	PF01472	3did
PF01472	PF04925	3did
PF01472	PF01702	3did
PF01472	PF14809	3did
PF01472	PF14810	3did
PF01472	PF01509	3did
PF14306	PF14306	3did
PF09409	PF09409	3did
PF03714	PF03714	3did
PF00806	PF00806	3did
PF08324	PF08324	3did
PF09691	PF09691	3did
PF05639	PF03136	3did
PF03136	PF03136	3did
PF04845	PF04845	3did
PF02700	PF02700	3did
PF02245	PF02245	3did
PF09182	PF09182	3did
PF06971	PF06971	3did
PF06888	PF06888	3did
PF01862	PF01862	3did
PF01480	PF01480	3did
PF00855	PF00855	3did
PF00787	PF00787	3did
PF06958	PF06958	3did
PF01948	PF01948	3did
PF01948	PF02748	3did
PF00282	PF00282	3did
PF12766	PF12766	3did
PF01243	PF01243	3did
PF12900	PF12900	3did
PF13883	PF13883	3did
PF02758	PF02758	3did
PF00719	PF00719	3did
PF00070	PF07992	3did
PF00070	PF02852	3did
PF07992	PF07992	3did
PF07992	PF02852	3did
PF07992	PF14759	3did
PF07992	PF00581	3did
PF07992	PF00355	3did
PF07992	PF00301	3did
PF07992	PF04267	3did
PF07992	PF04268	3did
PF07992	PF00085	3did
PF07992	PF13192	3did
PF13738	PF13738	3did
PF02852	PF02852	3did
PF02852	PF00581	3did
PF02852	PF00085	3did
PF06321	PF06321	3did
PF01483	PF00082	3did
PF08992	PF14930	3did
PF08992	PF09100	3did
PF14930	PF09099	3did
PF14930	PF09100	3did
PF09099	PF09100	3did
PF01729	PF01729	3did
PF01729	PF02749	3did
PF02749	PF02749	3did
PF06508	PF06508	3did
PF14489	PF14489	3did
PF14489	PF14819	3did
PF02547	PF02547	3did
PF11463	PF11463	3did
PF01424	PF01424	3did
PF00788	PF00788	3did
PF00788	PF00071	3did
PF09311	PF13176	3did
PF03528	PF03528	3did
PF00566	PF00566	3did
PF00566	PF00071	3did
PF09632	PF09632	3did
PF09632	PF00071	3did
PF02144	PF04139	3did
PF04824	PF02463	3did
PF04825	PF02463	3did
PF03835	PF09280	3did
PF04423	PF04423	3did
PF08423	PF08423	3did
PF04098	PF04098	3did
PF11976	PF00041	3did
PF11976	PF11976	3did
PF11976	PF00899	3did
PF11976	PF11507	3did
PF11976	PF10585	3did
PF11976	PF03167	3did
PF11976	PF00179	3did
PF08605	PF08605	3did
PF04002	PF04002	3did
PF04055	PF04055	3did
PF04055	PF13186	3did
PF04055	PF00919	3did
PF04055	PF08608	3did
PF12940	PF03089	3did
PF13341	PF13341	3did
PF04901	PF04901	3did
PF03787	PF03787	3did
PF07834	PF07834	3did
PF07834	PF00179	3did
PF00638	PF00638	3did
PF00638	PF00071	3did
PF11626	PF11626	3did
PF08771	PF08771	3did
PF12137	PF00176	3did
PF02145	PF00071	3did
PF00071	PF03455	3did
PF00071	PF00071	3did
PF00071	PF00616	3did
PF00071	PF00617	3did
PF00071	PF00618	3did
PF00071	PF14847	3did
PF00071	PF11464	3did
PF00071	PF00620	3did
PF00071	PF00621	3did
PF00071	PF08912	3did
PF00071	PF02115	3did
PF00071	PF06428	3did
PF00071	PF15277	3did
PF00071	PF07487	3did
PF00071	PF04099	3did
PF00071	PF01833	3did
PF00071	PF13414	3did
PF00071	PF03456	3did
PF00071	PF07686	3did
PF00071	PF02204	3did
PF00071	PF08389	3did
PF00071	PF03545	3did
PF00071	PF00641	3did
PF00616	PF00616	3did
PF00617	PF00617	3did
PF00617	PF00618	3did
PF00618	PF00027	3did
PF00618	PF00621	3did
PF02196	PF00071	3did
PF02196	PF02196	3did
PF09457	PF00071	3did
PF09457	PF09457	3did
PF02033	PF02033	3did
PF15519	PF13893	3did
PF05025	PF05025	3did
PF11464	PF11464	3did
PF01858	PF01858	3did
PF01858	PF01857	3did
PF01858	PF08934	3did
PF01857	PF08934	3did
PF02341	PF02341	3did
PF02341	PF02788	3did
PF00415	PF00071	3did
PF00415	PF00415	3did
PF00415	PF05207	3did
PF13540	PF13540	3did
PF06405	PF06405	3did
PF04078	PF04078	3did
PF09456	PF00072	3did
PF04381	PF04381	3did
PF05183	PF05183	3did
PF00680	PF00680	3did
PF00998	PF00998	3did
PF02123	PF02123	3did
PF02123	PF12289	3did
PF02123	PF05087	3did
PF09231	PF09231	3did
PF10262	PF10262	3did
PF00154	PF00154	3did
PF11465	PF11465	3did
PF11465	PF07686	3did
PF11548	PF11548	3did
PF01030	PF00041	3did
PF01030	PF01030	3did
PF01030	PF07686	3did
PF07508	PF00239	3did
PF02565	PF02565	3did
PF02565	PF11967	3did
PF02565	PF13662	3did
PF11967	PF13662	3did
PF02132	PF02132	3did
PF02132	PF13662	3did
PF03838	PF03838	3did
PF02631	PF02631	3did
PF08534	PF08534	3did
PF08534	PF02630	3did
PF08534	PF00085	3did
PF14759	PF00355	3did
PF02014	PF02014	3did
PF07494	PF07494	3did
PF07494	PF07495	3did
PF04607	PF04607	3did
PF04221	PF04221	3did
PF12910	PF12910	3did
PF08978	PF08978	3did
PF00979	PF00979	3did
PF06016	PF05993	3did
PF06016	PF03084	3did
PF05993	PF00979	3did
PF05993	PF05993	3did
PF05993	PF03084	3did
PF06043	PF06043	3did
PF01664	PF01664	3did
PF01664	PF07686	3did
PF04582	PF04582	3did
PF04057	PF04057	3did
PF06970	PF06970	3did
PF10723	PF10723	3did
PF11423	PF11423	3did
PF01421	PF01421	3did
PF13688	PF13688	3did
PF13688	PF00965	3did
PF01719	PF01719	3did
PF01051	PF01051	3did
PF08661	PF08661	3did
PF08661	PF08646	3did
PF08661	PF01336	3did
PF08646	PF01336	3did
PF08542	PF08542	3did
PF08724	PF08724	3did
PF02486	PF02486	3did
PF04851	PF04851	3did
PF06954	PF06954	3did
PF00239	PF00239	3did
PF00072	PF00072	3did
PF00072	PF00158	3did
PF00072	PF14689	3did
PF00072	PF14682	3did
PF00072	PF13424	3did
PF00072	PF00486	3did
PF11407	PF11407	3did
PF11487	PF11487	3did
PF00424	PF00424	3did
PF00424	PF07686	3did
PF09517	PF09517	3did
PF14511	PF14511	3did
PF09518	PF09518	3did
PF09565	PF09565	3did
PF09522	PF09522	3did
PF00472	PF00164	3did
PF08519	PF08542	3did
PF06534	PF00041	3did
PF06534	PF06535	3did
PF06535	PF00041	3did
PF06535	PF00019	3did
PF00615	PF00615	3did
PF00615	PF00621	3did
PF00615	PF05924	3did
PF00615	PF00400	3did
PF09128	PF09128	3did
PF06134	PF06134	3did
PF00974	PF00974	3did
PF00945	PF00945	3did
PF00554	PF00170	3did
PF00554	PF07716	3did
PF00554	PF00554	3did
PF00554	PF00085	3did
PF00554	PF01833	3did
PF09284	PF14686	3did
PF09284	PF09284	3did
PF01402	PF01402	3did
PF03693	PF03693	3did
PF13467	PF13467	3did
PF00581	PF00581	3did
PF00581	PF08941	3did
PF10413	PF10413	3did
PF00620	PF00620	3did
PF00621	PF00621	3did
PF00621	PF14604	3did
PF01694	PF01694	3did
PF08912	PF08912	3did
PF02115	PF02115	3did
PF07498	PF07498	3did
PF07498	PF07497	3did
PF00073	PF00073	3did
